"Account_Number","Batch_Number","Lab_Number","PosNo","Assoc_Number","Line_Number","Date_Sampled","Date_Received","Date_Reported","Grower","Field_ID","Sample_ID","Submitted_by","Company","Address_1","Address_2","City_State_Zip","Depth_1","Depth_2","Depth_3","Soil_pH","Buffer_pH","Lime_Legume_T_A","Lime_Non_T_A","Excess_Lime","Soluble_Salts","OM_pct","NO3_D1_ppm","NO3_D1_lbs_A","NO3_D2_ppm","NO3_D2_lbs_A","NO3_D3_ppm","NO3_D3_lbs_A","NO3_Total_lbs_A","NO3_Total_Depth","Bray_P1_ppm","Bicarb_P_ppm","Bray_P2_ppm","Mehlich2_P_ppm","Mehlich3_P_ppm","SO4_ppm","ExchK_ppm","ExchCa_ppm","ExchMg_ppm","ExchNa_ppm","Zn_ppm","Fe_ppm","Mn_ppm","Cu_ppm","Boron_ppm","CEC_me_100g","Base_Sat_pct","H_Sat_pct","Ca_Sat_pct","Mg_Sat_pct","K_Sat_pct","Na_Sat_pct","SOL_Ca_me_L","SOL_Mg_me_L","SOL_Na_me_L","SAR","ESP","Gypsum_T_A","Sand_pct","Silt_pct","Clay_pct","Soil_Texture","Cl_D1_ppm","Cl_D1_lbs_A","Cl_D2_ppm","Cl_D2_lbs_A","Cl_Total_lbs_A","NH4_D1_ppm","NH4_D1_lbs_A","Al_ppm","Total_Nitrogen_pct","xCrop_Name","xCrop_Yield_Unit","xRec_N_lbs_A","xRec_P2O5_lbs_A","xRec_K2O_lbs_A","xRec_S_lbs_A","xRec_Zn_lbs_A","xRec_MgO_lbs_A","xRec_Fe_lbs_A","xRec_Mn_lbs_A","xRec_Cu_lbs_A","xRec_B_lbs_A","xRec_Cl_lbs_A","xRec_Lime_T_A","HM_As_ppm","HM_Ba_ppm","HM_Cd_ppm","HM_Cr_ppm","HM_Co_ppm","HM_Pb_ppm","HM_Mo_ppm","HM_Ni_ppm","HM_Se_ppm","HM_Ag_ppm"
"42150","083006","659003","8","659003","1","","8/30/2006","9/1/2006","PCP","7 10 06","F3 1'","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","0-12","","","7.6","","","","N","0.84","2.4","4.4","16","","","","","16","12","","8","","","","25","520","1230","183","187","1.5","27.4","40.4","2.6","","9.8","100","0","62","16","14","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","083006","659004","9","659003","2","","8/30/2006","9/1/2006","PCP","7 10 06","F3 2'","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","0-24","","","7.5","","","","N","0.82","2.7","6.1","44","","","","","44","24","","10","","","","30","553","1270","177","173","1.7","29.7","31.0","2.7","","10.0","100","0","63","15","14","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","051106","652764","9","652764","1","","5/11/2006","5/15/2006","PCP","","F4 1","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","0-12","","","8.5","","","","N","1.14","0.9","0.1","0","","","","","0","12","","5","","","","96","78","1110","240","528","0.4","26.6","83.9","1.4","","10.0","100","0","55","20","2","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","122606","684914","9","684910","5","","12/26/2006","12/28/2006","PCP","","F3 2 FT","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","12-24","","","7.7","","","","N","0.80","1.5","5.5","20","","","","","","","","6","","","","31","357","1030","252","334","0.5","17.5","9.1","1.6","1.2","9.6","100","0","53","22","10","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","122606","684915","10","684910","6","","12/26/2006","12/28/2006","PCP","","F3 3 FT","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","24-36","","","7.4","","","","N","1.16","1.6","9.1","33","","","","","","","","6","","","","35","225","1170","311","533","0.5","19.8","8.6","1.4","1.2","11.3","100","0","51","23","5","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","051106","652765","10","652764","2","","5/11/2006","5/15/2006","PCP","","F4 2","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","12-24","","","8.7","","","","N","1.38","0.6","0.3","1","","","","","","","","5","","","","112","62","890","308","653","0.2","25.8","56.1","1.4","","10.0","100","0","44","26","2","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","083006","659005","10","659003","3","","8/30/2006","9/1/2006","PCP","7 10 06","F3 3'","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","0-36","","","7.5","","","","N","0.80","2.4","7.3","79","","","","","79","36","","9","","","","31","558","1250","177","177","1.7","28.3","28.8","2.7","","9.9","100","0","63","15","14","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","083006","659006","11","659003","4","","8/30/2006","9/1/2006","PCP","7 10 06","F3 4'","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","0-48","","","8.1","","","","N","0.94","1.8","5.4","78","","","","","78","48","","5","","","","43","419","1590","333","628","0.9","29.6","29.4","2.1","","14.5","100","0","55","19","7","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","051106","652766","11","652764","3","","5/11/2006","5/15/2006","PCP","","F4 3","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","24-36","","","8.7","","","","N","1.24","0.6","0.1","0","","","","","","","","9","","","","109","36","860","353","735","0.1","20.7","34.6","1.3","","10.5","100","0","41","28","1","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","122606","684916","11","684916","1","","12/26/2006","12/28/2006","PCP","","F4 1 FT","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","0-12","","","8.2","","","","N","0.52","0.9","1.0","4","","","","","4","12","","6","","","","49","73","1110","340","428","0.1","20.4","4.0","1.1","0.7","10.4","100","0","53","27","2","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","122606","684917","12","684916","2","","12/26/2006","12/28/2006","PCP","","F4 2 FT","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","12-24","","","7.6","","","","N","0.52","0.9","1.9","7","","","","","","","","6","","","","32","109","1100","294","406","0.2","18.9","6.0","1.0","0.8","10.0","100","0","54","25","3","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","051106","652767","12","652764","4","","5/11/2006","5/15/2006","PCP","","F4 4","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","36-48","","","8.7","","","","N","1.28","0.7","0.4","1","","","","","","","","8","","","","99","25","790","348","569","0.1","19.9","17.2","1.4","","9.4","100","0","42","31","1","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","083006","659007","12","659007","1","","8/30/2006","9/1/2006","PCP","7 10 06","F4 1'","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","0-12","","","7.1","","","","N","1.84","2.4","5.8","21","","","","","21","12","","12","","","","99","429","1210","121","237","1.3","50.9","40.0","2.7","","9.2","100","0","66","11","12","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","083006","659008","13","659007","2","","8/30/2006","9/1/2006","PCP","7 10 06","F4 2'","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","0-24","","","7.0","","","","N","1.72","2.5","6.5","47","","","","","47","24","","14","","","","89","449","1320","134","254","3.6","52.4","43.0","2.9","","10.0","100","0","66","11","12","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","051106","652768","13","652768","1","","5/11/2006","5/15/2006","PCP","","F5 1","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","0-12","","","8.3","","","","N","0.36","1.0","0.4","1","","","","","1","12","","10","","","","11","128","1390","245","160","0.2","17.9","29.1","1.2","","10.0","100","0","70","20","3","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","122606","684918","13","684916","3","","12/26/2006","12/28/2006","PCP","","F4 3 FT","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","24-36","","","8.1","","","","N","0.88","0.8","0.4","1","","","","","","","","6","","","","24","65","1050","379","453","0.2","21.6","6.0","1.3","0.8","10.5","100","0","49","30","2","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","122606","684919","14","684916","4","","12/26/2006","12/28/2006","PCP","","F5 1 FT","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","0-12","","","7.5","","","","N","0.54","1.2","22.0","79","","","","","79","12","","7","","","","5","193","1130","191","186","0.2","13.4","3.8","0.7","0.5","8.5","100","0","65","19","6","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","051106","652769","14","652768","2","","5/11/2006","5/15/2006","PCP","","F5 2","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","12-24","","","8.3","","","","N","0.26","1.0","0.6","2","","","","","","","","7","","","","4","113","1470","263","139","0.1","16.6","20.7","1.1","","10.4","100","0","70","21","3","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","083006","659009","14","659007","3","","8/30/2006","9/1/2006","PCP","7 10 06","F4 3'","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","0-36","","","7.4","","","","N","1.38","1.9","3.0","32","","","","","32","36","","7","","","","58","252","1230","207","284","0.9","67.4","55.0","2.3","","9.8","100","0","62","18","7","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","083006","659010","15","659007","4","","8/30/2006","9/1/2006","PCP","7 10 06","F4 4'","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","0-48","","","7.7","","","","N","1.14","1.4","0.2","3","","","","","3","48","","6","","","","37","144","1210","265","314","0.5","197.0","185.0","2.6","","10.0","100","0","60","22","4","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","051106","652770","15","652768","3","","5/11/2006","5/15/2006","PCP","","F5 3","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","24-36","","","8.4","","","","N","0.28","1.0","0.2","1","","","","","","","","9","","","","8","62","1340","372","182","0.2","14.4","9.4","0.9","","10.8","100","0","63","29","1","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","122606","684920","15","684916","5","","12/26/2006","12/28/2006","PCP","","F5 2 FT","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","12-24","","","7.2","","","","N","0.40","1.2","27.1","98","","","","","","","","7","","","","8","243","1090","173","177","0.4","18.6","7.2","1.1","0.9","8.3","100","0","66","17","8","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","122606","684921","16","684916","6","","12/26/2006","12/28/2006","PCP","","F5 3 FT","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","24-36","","","7.1","","","","N","0.64","1.3","27.0","97","","","","","","","","10","","","","4","221","1070","151","168","0.4","20.5","8.4","1.4","0.9","7.9","100","0","68","16","7","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","051106","652771","16","652768","4","","5/11/2006","5/15/2006","PCP","","F5 4","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","36-48","","","8.4","","","","N","0.30","0.9","0.3","1","","","","","","","","5","","","","7","59","1320","400","198","0.1","16.2","11.2","0.7","","10.9","100","0","60","31","1","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","083006","659011","16","659011","1","","8/30/2006","9/1/2006","PCP","7 10 06","F5 1'","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","0-12","","","6.8","7.0","0.0","0.0","N","0.66","3.0","53.2","192","","","","","192","12","","10","","","","5","440","1140","115","149","1.5","72.2","27.2","2.9","","8.4","100","0","68","11","13","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","083006","659012","17","659011","2","","8/30/2006","9/1/2006","PCP","7 10 06","F5 2'","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","0-24","","","7.0","","","","N","0.58","2.3","40.1","289","","","","","289","24","","7","","","","3","408","1150","111","147","1.2","47.2","26.3","2.8","","8.4","100","0","69","11","12","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","051106","652772","17","652772","1","","5/11/2006","5/15/2006","PCP","","F6 1","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","0-12","","","8.5","","","","N","0.92","1.1","0.7","3","","","","","3","12","","5","","","","28","75","1650","451","709","0.3","25.3","16.3","1.1","","15.3","100","0","54","25","1","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","122606","684922","17","684922","1","","12/26/2006","12/28/2006","PCP","","F6 1 FT","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","0-12","","","7.9","","","","N","0.84","1.0","5.5","20","","","","","20","12","","6","","","","29","157","1120","314","488","0.3","53.1","9.7","2.3","1.2","10.7","100","0","52","24","4","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","122606","684923","18","684922","2","","12/26/2006","12/28/2006","PCP","","F6 2 FT","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","12-24","","","7.8","","","","N","0.86","1.2","6.9","25","","","","","","","","8","","","","31","144","1090","315","529","0.5","60.6","9.9","2.7","1.4","10.7","100","0","51","25","3","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","051106","652773","18","652772","2","","5/11/2006","5/15/2006","PCP","","F6 2","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","12-24","","","8.6","","","","N","1.00","0.9","0.8","3","","","","","","","","2","","","","31","61","1580","548","874","0.1","18.5","9.2","1.0","","16.4","100","0","48","28","1","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","083006","659013","18","659011","3","","8/30/2006","9/1/2006","PCP","7 10 06","F5 3'","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","0-36","","","7.9","","","","N","0.40","1.2","9.9","107","","","","","107","36","","5","","","","5","212","1270","192","170","0.4","39.6","23.7","1.7","","9.2","100","0","69","17","6","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","083006","659014","19","659011","4","","8/30/2006","9/1/2006","PCP","7 10 06","F5 4'","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","0-48","","","8.3","","","","N","0.32","0.9","2.5","36","","","","","36","48","","5","","","","5","108","1270","312","272","0.2","41.0","24.6","1.2","","10.4","100","0","61","25","3","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","051106","652774","19","652772","3","","5/11/2006","5/15/2006","PCP","","F6 3","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","24-36","","","8.5","","","","N","0.92","0.9","0.5","2","","","","","","","","3","","","","37","60","1500","593","922","0.2","30.5","11.5","0.9","","16.6","100","0","45","30","1","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","122606","684924","19","684922","3","","12/26/2006","12/28/2006","PCP","","F6 3 FT","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","24-36","","","8.2","","","","N","0.68","1.0","11.7","42","","","","","","","","5","","","","27","98","980","357","611","0.3","42.3","8.4","1.9","0.9","10.8","100","0","45","28","2","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
